ID,MemoryType,Valence,AbsDiff,Accuracy
9,OO,Negative,1,0
9,ON,Neutral,1,1
9,OO,Neutral,1,1
9,ON,Negative,3,0
9,OO,Neutral,2,1
9,ON,Negative,3,1
9,OO,Negative,1,1
9,ON,Neutral,1,0
9,OO,Neutral,1,0
9,ON,Neutral,5,1
9,OO,Neutral,3,1
9,ON,Neutral,3,1
9,OO,Negative,3,1
9,ON,Neutral,5,0
9,OO,Negative,3,0
9,ON,Neutral,5,1
9,OO,Neutral,3,1
9,ON,Neutral,1,1
9,OO,Neutral,2,1
9,ON,Neutral,1,0
9,OO,Negative,3,1
9,ON,Negative,5,0
9,OO,Negative,2,1
9,ON,Neutral,5,1
9,OO,Neutral,4,1
9,ON,Neutral,5,0
9,OO,Neutral,1,0
9,ON,Neutral,5,1
9,OO,Neutral,1,1
9,ON,Negative,3,1
9,OO,Neutral,5,1
9,ON,Neutral,1,1
9,OO,Negative,2,1
9,ON,Neutral,3,1
9,OO,Neutral,4,0
9,ON,Negative,1,1
9,OO,Negative,3,0
9,ON,Negative,3,0
9,OO,Neutral,3,0
9,ON,Negative,1,0
9,OO,Neutral,1,1
9,ON,Negative,3,0
9,OO,Negative,3,1
9,ON,Negative,5,1
9,OO,Negative,2,0
9,ON,Negative,3,0
9,OO,Neutral,1,1
9,ON,Neutral,5,1
9,OO,Neutral,4,1
9,ON,Neutral,5,0
9,OO,Negative,5,0
9,ON,Neutral,1,1
9,OO,Neutral,2,1
9,ON,Negative,5,1
9,OO,Neutral,1,1
9,ON,Neutral,3,0
9,OO,Negative,2,1
9,ON,Neutral,1,0
9,OO,Neutral,2,1
9,ON,Negative,1,1
9,OO,Negative,2,1
9,ON,Neutral,5,1
9,OO,Negative,3,0
9,ON,Negative,1,0
9,OO,Neutral,2,1
9,ON,Neutral,1,1
9,OO,Neutral,1,0
9,ON,Negative,3,0
9,OO,Negative,2,1
9,ON,Negative,1,1
9,OO,Negative,1,1
9,ON,Negative,5,0
9,OO,Neutral,3,1
9,ON,Neutral,3,1
9,OO,Neutral,2,1
9,ON,Negative,1,0
9,OO,Negative,4,0
9,ON,Negative,5,0
9,OO,Neutral,3,1
9,ON,Negative,3,1
9,OO,Negative,2,0
9,ON,Negative,3,0
9,OO,Negative,3,1
9,ON,Negative,1,1
9,OO,Neutral,4,1
9,ON,Neutral,3,1
9,OO,Negative,2,0
9,ON,Negative,3,1
9,OO,Neutral,4,1
9,ON,Neutral,1,1
12,OO,Neutral,1,1
12,ON,Neutral,1,1
12,OO,Negative,4,1
12,ON,Negative,3,1
12,OO,Neutral,5,0
12,ON,Neutral,3,0
12,OO,Negative,1,0
12,ON,Negative,1,1
12,OO,Negative,1,1
12,ON,Negative,3,0
12,OO,Neutral,3,0
12,ON,Negative,3,1
12,OO,Negative,4,0
12,ON,Negative,5,0
12,OO,Neutral,1,1
12,ON,Negative,1,0
12,OO,Neutral,1,1
12,ON,Neutral,3,1
12,OO,Negative,4,1
12,ON,Negative,5,0
12,OO,Negative,1,0
12,ON,Negative,1,0
12,OO,Neutral,3,1
12,ON,Negative,3,0
12,OO,Negative,1,1
12,ON,Neutral,1,0
12,OO,Negative,1,1
12,ON,Negative,1,1
12,OO,Neutral,3,1
12,ON,Neutral,5,1
12,OO,Neutral,2,1
12,ON,Negative,1,1
12,OO,Negative,4,1
12,ON,Negative,5,1
12,OO,Negative,1,1
12,ON,Neutral,3,1
12,OO,Neutral,5,0
12,ON,Negative,5,1
12,OO,Negative,2,1
12,ON,Neutral,1,1
12,OO,Negative,4,1
12,ON,Neutral,5,0
12,OO,Neutral,2,1
12,ON,Neutral,5,1
12,OO,Neutral,3,0
12,ON,Negative,3,0
12,OO,Negative,2,0
12,ON,Negative,5,1
12,OO,Negative,1,0
12,ON,Negative,3,0
12,OO,Neutral,3,0
12,ON,Negative,1,0
12,OO,Negative,2,1
12,ON,Negative,3,0
12,OO,Neutral,1,1
12,ON,Negative,1,1
12,OO,Negative,1,1
12,ON,Neutral,3,1
12,OO,Neutral,4,0
12,ON,Neutral,1,1
12,OO,Negative,2,1
12,ON,Negative,3,1
12,OO,Negative,3,1
12,ON,Neutral,5,1
12,OO,Neutral,1,0
12,ON,Neutral,5,1
12,OO,Neutral,4,0
12,ON,Neutral,5,1
12,OO,Negative,2,0
12,ON,Negative,5,1
12,OO,Negative,1,1
12,ON,Neutral,1,1
12,OO,Neutral,1,0
12,ON,Neutral,1,1
12,OO,Neutral,2,1
12,ON,Neutral,5,1
12,OO,Negative,1,1
12,ON,Neutral,5,1
12,OO,Neutral,1,1
12,ON,Neutral,3,0
12,OO,Neutral,3,0
12,ON,Neutral,5,1
12,OO,Negative,3,1
12,ON,Neutral,1,0
12,OO,Negative,3,1
12,ON,Neutral,3,0
12,OO,Neutral,3,1
12,ON,Negative,1,1
12,OO,Neutral,2,1
12,ON,Neutral,1,1
12,OO,Negative,3,1
12,ON,Negative,1,0
12,OO,Negative,2,0
12,ON,Negative,1,1
12,OO,Neutral,4,0
12,ON,Neutral,5,1
12,OO,Negative,1,1
12,ON,Neutral,5,0
12,OO,Neutral,1,1
12,ON,Neutral,5,1
12,OO,Neutral,5,1
12,ON,Negative,3,0
12,OO,Negative,2,1
12,ON,Neutral,3,0
12,OO,Neutral,4,1
12,ON,Neutral,5,1
12,OO,Negative,3,1
12,ON,Neutral,3,0
12,OO,Neutral,3,0
12,ON,Neutral,1,1
12,OO,Neutral,1,0
12,ON,Neutral,3,0
12,OO,Negative,3,1
12,ON,Neutral,3,0
12,OO,Negative,2,1
12,ON,Neutral,3,1
12,OO,Neutral,1,1
12,ON,Negative,3,1
12,OO,Neutral,4,0
12,ON,Neutral,5,0
12,OO,Negative,5,0
12,ON,Negative,3,0
12,OO,Neutral,2,1
12,ON,Neutral,5,1
12,OO,Neutral,1,1
12,ON,Neutral,5,1
12,OO,Negative,2,1
12,ON,Neutral,5,0
12,OO,Neutral,2,1
12,ON,Neutral,3,0
12,OO,Negative,2,1
12,ON,Neutral,5,0
12,OO,Negative,3,1
12,ON,Neutral,5,0
12,OO,Neutral,2,1
12,ON,Negative,5,1
12,OO,Neutral,1,0
12,ON,Negative,1,0
12,OO,Negative,2,1
12,ON,Neutral,1,1
12,OO,Negative,1,1
12,ON,Negative,1,1
12,OO,Neutral,3,1
12,ON,Negative,5,0
12,OO,Neutral,2,1
12,ON,Negative,3,0
12,OO,Negative,4,0
12,ON,Neutral,1,0
12,OO,Neutral,3,1
12,ON,Negative,3,0
12,OO,Negative,2,0
12,ON,Negative,1,0
12,OO,Negative,3,1
12,ON,Neutral,3,1
12,OO,Neutral,4,1
12,ON,Neutral,5,1
12,OO,Negative,2,0
12,ON,Neutral,3,1
12,OO,Neutral,4,1
12,ON,Negative,5,0
14,OO,Neutral,1,0
14,ON,Neutral,1,0
14,OO,Negative,4,1
14,ON,Negative,3,0
14,OO,Neutral,5,1
14,ON,Neutral,3,0
14,OO,Negative,1,0
14,ON,Negative,1,0
14,OO,Negative,1,1
14,ON,Negative,3,0
14,OO,Neutral,3,0
14,ON,Negative,3,1
14,OO,Negative,4,1
14,ON,Negative,5,1
14,OO,Neutral,1,0
14,ON,Negative,1,0
14,OO,Neutral,1,1
14,ON,Neutral,3,1
14,OO,Negative,4,1
14,ON,Negative,5,1
14,OO,Negative,1,1
14,ON,Negative,1,1
14,OO,Neutral,3,0
14,ON,Negative,3,0
14,OO,Negative,1,1
14,ON,Neutral,1,1
14,OO,Negative,1,0
14,ON,Negative,1,1
14,OO,Neutral,3,1
14,ON,Neutral,5,0
14,OO,Neutral,2,0
14,ON,Negative,1,1
14,OO,Negative,4,1
14,ON,Negative,5,0
14,OO,Negative,1,0
14,ON,Neutral,3,0
14,OO,Neutral,5,1
14,ON,Negative,5,1
14,OO,Negative,2,1
14,ON,Neutral,1,1
14,OO,Negative,4,0
14,ON,Neutral,5,0
14,OO,Neutral,2,0
14,ON,Neutral,5,0
14,OO,Neutral,3,1
14,ON,Negative,3,1
14,OO,Negative,2,0
14,ON,Negative,5,0
14,OO,Negative,1,0
14,ON,Negative,3,0
14,OO,Neutral,3,0
14,ON,Negative,1,1
14,OO,Negative,2,1
14,ON,Negative,3,0
14,OO,Neutral,1,0
14,ON,Negative,1,1
14,OO,Negative,1,0
14,ON,Neutral,3,1
14,OO,Neutral,4,1
14,ON,Neutral,1,0
14,OO,Negative,2,1
14,ON,Negative,3,1
14,OO,Negative,3,1
14,ON,Neutral,5,0
14,OO,Neutral,1,0
14,ON,Neutral,5,1
14,OO,Neutral,4,1
14,ON,Neutral,5,1
14,OO,Negative,2,0
14,ON,Negative,5,1
14,OO,Negative,1,1
14,ON,Neutral,1,1
14,OO,Neutral,1,1
14,ON,Neutral,1,0
14,OO,Neutral,2,1
14,ON,Neutral,5,0
14,OO,Negative,1,1
14,ON,Neutral,5,1
14,OO,Neutral,1,1
14,ON,Neutral,3,0
14,OO,Neutral,3,0
14,ON,Neutral,5,1
14,OO,Negative,3,0
14,ON,Neutral,1,0
14,OO,Negative,3,1
14,ON,Neutral,3,0
14,OO,Neutral,3,0
14,ON,Negative,1,0
14,OO,Neutral,2,1
14,ON,Neutral,1,1
14,OO,Negative,3,1
14,ON,Negative,1,1
14,OO,Negative,2,0
14,ON,Negative,1,1
14,OO,Neutral,4,1
14,ON,Neutral,5,1
14,OO,Negative,1,0
14,ON,Neutral,5,0
14,OO,Neutral,1,1
14,ON,Neutral,5,1
14,OO,Neutral,5,0
14,ON,Negative,3,0
14,OO,Negative,2,0
14,ON,Neutral,3,0
14,OO,Neutral,4,1
14,ON,Neutral,5,0
14,OO,Negative,3,0
14,ON,Neutral,3,0
14,OO,Neutral,3,0
14,ON,Neutral,1,1
14,OO,Neutral,1,1
14,ON,Neutral,3,0
14,OO,Negative,3,1
14,ON,Neutral,3,1
14,OO,Negative,2,1
14,ON,Neutral,3,1
14,OO,Neutral,1,0
14,ON,Negative,3,1
14,OO,Neutral,4,1
14,ON,Neutral,5,1
14,OO,Negative,5,1
14,ON,Negative,3,0
14,OO,Neutral,2,0
14,ON,Neutral,5,0
14,OO,Neutral,1,0
14,ON,Neutral,5,1
14,OO,Negative,2,1
14,ON,Neutral,5,1
14,OO,Neutral,2,0
14,ON,Neutral,3,0
14,OO,Negative,2,0
14,ON,Neutral,5,0
14,OO,Negative,3,1
14,ON,Neutral,5,0
14,OO,Neutral,2,0
14,ON,Negative,5,0
14,OO,Neutral,1,0
14,ON,Negative,1,1
14,OO,Negative,2,0
14,ON,Neutral,1,0
14,OO,Negative,1,0
14,ON,Negative,1,1
14,OO,Neutral,3,0
14,ON,Negative,5,0
14,OO,Neutral,2,1
14,ON,Negative,3,1
14,OO,Negative,4,0
14,ON,Neutral,1,0
14,OO,Neutral,3,0
14,ON,Negative,3,0
14,OO,Negative,2,1
14,ON,Negative,1,1
14,OO,Negative,3,0
14,ON,Neutral,3,1
14,OO,Neutral,4,0
14,ON,Neutral,5,0
14,OO,Negative,2,0
14,ON,Neutral,3,0
14,OO,Neutral,4,1
14,ON,Negative,5,0
15,OO,Neutral,1,1
15,ON,Negative,5,0
15,OO,Negative,4,0
15,ON,Neutral,3,1
15,OO,Neutral,5,1
15,ON,Neutral,5,0
15,OO,Negative,1,0
15,ON,Neutral,3,1
15,OO,Negative,1,1
15,ON,Negative,1,1
15,OO,Neutral,3,0
15,ON,Negative,3,1
15,OO,Negative,4,1
15,ON,Neutral,1,0
15,OO,Neutral,1,0
15,ON,Negative,3,1
15,OO,Neutral,1,0
15,ON,Negative,5,0
15,OO,Negative,4,0
15,ON,Negative,1,0
15,OO,Negative,1,1
15,ON,Neutral,1,1
15,OO,Neutral,3,1
15,ON,Negative,1,1
15,OO,Negative,1,0
15,ON,Negative,5,1
15,OO,Negative,1,0
15,ON,Neutral,5,1
15,OO,Neutral,3,0
15,ON,Neutral,5,0
15,OO,Neutral,2,1
15,ON,Neutral,3,0
15,OO,Negative,4,1
15,ON,Neutral,5,0
15,OO,Negative,1,0
15,ON,Neutral,5,0
15,OO,Neutral,5,1
15,ON,Neutral,5,1
15,OO,Negative,2,0
15,ON,Negative,3,0
15,OO,Negative,4,1
15,ON,Neutral,5,0
15,OO,Neutral,2,1
15,ON,Negative,3,1
15,OO,Neutral,3,1
15,ON,Neutral,3,1
15,OO,Negative,2,1
15,ON,Neutral,3,0
15,OO,Negative,1,0
15,ON,Neutral,3,0
15,OO,Neutral,3,0
15,ON,Neutral,1,1
15,OO,Negative,2,1
15,ON,Neutral,3,1
15,OO,Neutral,1,0
15,ON,Neutral,5,1
15,OO,Negative,1,0
15,ON,Neutral,3,0
15,OO,Neutral,4,0
15,ON,Negative,3,1
15,OO,Negative,2,1
15,ON,Neutral,5,0
15,OO,Negative,3,0
15,ON,Neutral,5,0
15,OO,Neutral,1,1
15,ON,Neutral,5,0
15,OO,Neutral,4,1
15,ON,Negative,1,0
15,OO,Negative,2,0
15,ON,Negative,1,1
15,OO,Negative,1,0
15,ON,Neutral,1,0
15,OO,Neutral,1,1
15,ON,Negative,1,0
15,OO,Neutral,2,1
15,ON,Neutral,3,1
15,OO,Negative,1,0
15,ON,Neutral,1,0
15,OO,Neutral,1,1
15,ON,Neutral,5,1
15,OO,Neutral,3,0
15,ON,Neutral,3,1
15,OO,Negative,3,1
15,ON,Neutral,5,0
15,OO,Negative,3,0
15,ON,Neutral,5,1
15,OO,Neutral,3,0
15,ON,Neutral,1,1
15,OO,Neutral,2,1
15,ON,Neutral,1,1
15,OO,Negative,3,1
15,ON,Negative,5,1
15,OO,Negative,2,0
15,ON,Neutral,5,0
15,OO,Neutral,4,0
15,ON,Neutral,5,0
15,OO,Negative,1,0
15,ON,Neutral,5,0
15,OO,Neutral,1,0
15,ON,Negative,3,1
15,OO,Neutral,5,1
15,ON,Neutral,1,0
15,OO,Negative,2,0
15,ON,Neutral,3,0
15,OO,Neutral,4,0
15,ON,Negative,1,1
15,OO,Negative,3,1
15,ON,Negative,3,0
15,OO,Neutral,3,0
15,ON,Negative,1,0
15,OO,Neutral,1,1
15,ON,Negative,3,0
15,OO,Negative,3,0
15,ON,Negative,5,0
15,OO,Negative,2,1
15,ON,Negative,3,1
15,OO,Neutral,1,1
15,ON,Neutral,5,1
15,OO,Neutral,4,0
15,ON,Neutral,5,0
15,OO,Negative,5,0
15,ON,Neutral,1,1
15,OO,Neutral,2,1
15,ON,Negative,5,1
15,OO,Neutral,1,0
15,ON,Neutral,3,0
15,OO,Negative,2,1
15,ON,Negative,5,1
15,OO,Neutral,2,1
15,ON,Negative,1,1
15,OO,Negative,2,1
15,ON,Neutral,5,0
15,OO,Negative,3,1
15,ON,Negative,1,1
15,OO,Neutral,2,1
15,ON,Neutral,1,1
15,OO,Neutral,1,0
15,ON,Negative,3,0
15,OO,Negative,2,0
15,ON,Negative,1,0
15,OO,Negative,1,0
15,ON,Negative,5,0
15,OO,Neutral,3,1
15,ON,Neutral,3,1
15,OO,Neutral,2,1
15,ON,Negative,1,0
15,OO,Negative,4,1
15,ON,Negative,5,0
15,OO,Neutral,3,1
15,ON,Negative,3,1
15,OO,Negative,2,0
15,ON,Negative,3,0
15,OO,Negative,3,1
15,ON,Negative,1,1
15,OO,Neutral,4,1
15,ON,Neutral,3,0
15,OO,Negative,2,1
15,ON,Negative,3,1
15,OO,Neutral,4,0
15,ON,Neutral,1,1
16,OO,Neutral,1,0
16,ON,Neutral,1,1
16,OO,Negative,4,1
16,ON,Negative,3,0
16,OO,Neutral,5,1
16,ON,Neutral,3,0
16,OO,Negative,1,0
16,ON,Negative,1,1
16,OO,Negative,1,1
16,ON,Negative,3,1
16,OO,Neutral,3,0
16,ON,Negative,3,1
16,OO,Negative,4,1
16,ON,Negative,5,1
16,OO,Neutral,1,1
16,ON,Negative,1,0
16,OO,Neutral,1,0
16,ON,Neutral,3,1
16,OO,Negative,4,1
16,ON,Negative,5,0
16,OO,Negative,1,0
16,ON,Negative,1,1
16,OO,Neutral,3,0
16,ON,Negative,3,0
16,OO,Negative,1,1
16,ON,Neutral,1,1
16,OO,Negative,1,1
16,ON,Negative,1,0
16,OO,Neutral,3,1
16,ON,Neutral,5,1
16,OO,Neutral,2,0
16,ON,Negative,1,1
16,OO,Negative,4,0
16,ON,Negative,5,1
16,OO,Negative,1,1
16,ON,Neutral,3,1
16,OO,Neutral,5,1
16,ON,Negative,5,1
16,OO,Negative,2,0
16,ON,Neutral,1,1
16,OO,Negative,4,1
16,ON,Neutral,5,0
16,OO,Neutral,2,0
16,ON,Neutral,5,1
16,OO,Neutral,3,1
16,ON,Negative,3,0
16,OO,Negative,2,0
16,ON,Negative,5,1
16,OO,Negative,1,1
16,ON,Negative,3,0
16,OO,Neutral,3,1
16,ON,Negative,1,0
16,OO,Negative,2,0
16,ON,Negative,3,0
16,OO,Neutral,1,0
16,ON,Negative,1,1
16,OO,Negative,1,0
16,ON,Neutral,3,1
16,OO,Neutral,4,1
16,ON,Neutral,1,1
16,OO,Negative,1,0
16,ON,Negative,3,0
16,OO,Negative,3,0
16,ON,Neutral,5,0
16,OO,Neutral,1,0
16,ON,Neutral,5,0
16,OO,Neutral,4,1
16,ON,Neutral,5,1
16,OO,Negative,2,1
16,ON,Negative,5,0
16,OO,Negative,1,1
16,ON,Neutral,1,0
16,OO,Neutral,1,0
16,ON,Neutral,1,1
16,OO,Neutral,2,1
16,ON,Neutral,5,1
16,OO,Negative,1,0
16,ON,Neutral,5,0
16,OO,Neutral,1,0
16,ON,Neutral,3,1
16,OO,Neutral,3,0
16,ON,Neutral,5,1
16,OO,Negative,3,1
16,ON,Neutral,1,0
16,OO,Negative,3,0
16,ON,Negative,3,1
16,OO,Neutral,3,1
16,ON,Negative,1,0
16,OO,Neutral,2,1
16,ON,Neutral,1,0
16,OO,Negative,3,1
16,ON,Negative,1,1
16,OO,Negative,2,0
16,ON,Negative,1,0
16,OO,Neutral,4,1
16,ON,Neutral,5,0
16,OO,Neutral,1,0
16,ON,Neutral,5,0
16,OO,Neutral,1,1
16,ON,Neutral,5,0
16,OO,Neutral,5,1
16,ON,Negative,3,0
16,OO,Negative,2,0
16,ON,Neutral,3,0
16,OO,Neutral,4,0
16,ON,Neutral,5,1
16,OO,Negative,3,1
16,ON,Neutral,3,1
16,OO,Neutral,3,0
16,ON,Neutral,1,1
16,OO,Neutral,1,1
16,ON,Neutral,3,0
16,OO,Negative,3,1
16,ON,Neutral,3,1
16,OO,Negative,2,0
16,ON,Neutral,3,0
16,OO,Neutral,1,1
16,ON,Negative,3,1
16,OO,Neutral,4,1
16,ON,Neutral,5,0
16,OO,Negative,5,1
16,ON,Negative,3,0
16,OO,Neutral,2,0
16,ON,Neutral,5,0
16,OO,Neutral,1,1
16,ON,Neutral,5,1
16,OO,Negative,2,1
16,ON,Neutral,5,1
16,OO,Neutral,2,1
16,ON,Neutral,3,0
16,OO,Negative,2,1
16,ON,Neutral,5,0
16,OO,Negative,3,1
16,ON,Neutral,5,1
16,OO,Neutral,2,1
16,ON,Negative,5,0
16,OO,Neutral,1,0
16,ON,Negative,1,1
16,OO,Negative,2,1
16,ON,Neutral,1,1
16,OO,Negative,1,1
16,ON,Negative,1,1
16,OO,Neutral,3,0
16,ON,Negative,5,1
16,OO,Neutral,2,0
16,ON,Negative,3,1
16,OO,Negative,4,0
16,ON,Neutral,1,1
16,OO,Neutral,3,1
16,ON,Negative,3,1
16,OO,Negative,2,1
16,ON,Neutral,1,1
16,OO,Negative,3,0
16,ON,Neutral,3,1
16,OO,Neutral,4,1
16,ON,Neutral,5,1
16,OO,Negative,2,0
16,ON,Neutral,3,1
16,OO,Neutral,4,0
16,ON,Negative,5,1
17,OO,Neutral,1,0
17,ON,Negative,5,1
17,OO,Negative,4,1
17,ON,Neutral,3,0
17,OO,Neutral,5,0
17,ON,Neutral,5,0
17,OO,Negative,1,1
17,ON,Neutral,3,0
17,OO,Negative,1,0
17,ON,Neutral,1,1
17,OO,Neutral,3,0
17,ON,Negative,3,0
17,OO,Negative,4,1
17,ON,Neutral,1,0
17,OO,Neutral,1,1
17,ON,Negative,3,0
17,OO,Neutral,1,1
17,ON,Negative,5,1
17,OO,Negative,4,0
17,ON,Negative,1,0
17,OO,Negative,1,1
17,ON,Neutral,1,0
17,OO,Neutral,3,0
17,ON,Negative,1,1
17,OO,Negative,1,1
17,ON,Negative,5,0
17,OO,Negative,1,1
17,ON,Neutral,5,0
17,OO,Neutral,3,0
17,ON,Neutral,5,1
17,OO,Neutral,2,1
17,ON,Neutral,3,1
17,OO,Negative,4,1
17,ON,Neutral,5,1
17,OO,Negative,1,0
17,ON,Neutral,5,1
17,OO,Neutral,5,0
17,ON,Neutral,5,0
17,OO,Negative,2,1
17,ON,Negative,3,1
17,OO,Negative,4,0
17,ON,Neutral,5,0
17,OO,Neutral,2,1
17,ON,Negative,3,0
17,OO,Neutral,3,1
17,ON,Neutral,3,1
17,OO,Negative,2,1
17,ON,Neutral,3,1
17,OO,Negative,1,0
17,ON,Neutral,3,1
17,OO,Neutral,3,0
17,ON,Neutral,1,0
17,OO,Negative,2,1
17,ON,Neutral,3,1
17,OO,Neutral,1,1
17,ON,Neutral,5,1
17,OO,Negative,1,1
17,ON,Neutral,3,1
17,OO,Neutral,4,0
17,ON,Negative,3,0
17,OO,Negative,2,0
17,ON,Neutral,5,0
17,OO,Negative,3,1
17,ON,Neutral,5,0
17,OO,Neutral,1,1
17,ON,Neutral,5,1
17,OO,Neutral,4,0
17,ON,Negative,1,1
17,OO,Negative,2,1
17,ON,Negative,1,0
17,OO,Negative,1,1
17,ON,Neutral,1,0
17,OO,Neutral,1,0
17,ON,Negative,1,0
17,OO,Neutral,2,1
17,ON,Neutral,3,1
17,OO,Negative,1,1
17,ON,Neutral,1,0
17,OO,Neutral,1,1
17,ON,Neutral,5,0
17,OO,Neutral,3,1
17,ON,Neutral,3,0
17,OO,Negative,3,0
17,ON,Neutral,5,0
17,OO,Negative,3,1
17,ON,Neutral,5,0
17,OO,Neutral,3,0
17,ON,Neutral,1,1
17,OO,Neutral,2,0
17,ON,Neutral,1,1
17,OO,Negative,3,0
17,ON,Negative,5,1
17,OO,Negative,2,0
17,ON,Neutral,5,0
17,OO,Neutral,4,1
17,ON,Neutral,5,0
17,OO,Negative,1,0
17,ON,Neutral,5,0
17,OO,Neutral,1,0
17,ON,Negative,3,0
17,OO,Neutral,5,0
17,ON,Neutral,1,0
17,OO,Negative,2,1
17,ON,Neutral,3,0
17,OO,Neutral,4,1
17,ON,Negative,1,0
17,OO,Negative,3,1
17,ON,Negative,3,1
17,OO,Neutral,3,1
17,ON,Negative,1,1
17,OO,Neutral,1,1
17,ON,Negative,3,0
17,OO,Negative,3,1
17,ON,Negative,5,0
17,OO,Negative,2,0
17,ON,Negative,3,1
17,OO,Neutral,3,0
17,ON,Neutral,5,0
17,OO,Neutral,4,1
17,ON,Neutral,5,1
17,OO,Negative,5,1
17,ON,Neutral,1,1
17,OO,Neutral,2,1
17,ON,Negative,5,1
17,OO,Neutral,1,0
17,ON,Neutral,3,1
17,OO,Negative,2,0
17,ON,Negative,5,1
17,OO,Neutral,2,0
17,ON,Negative,1,0
17,OO,Negative,2,0
17,ON,Neutral,5,0
17,OO,Negative,3,0
17,ON,Negative,1,0
17,OO,Neutral,2,1
17,ON,Neutral,1,0
17,OO,Neutral,1,0
17,ON,Negative,3,1
17,OO,Negative,2,1
17,ON,Negative,1,1
17,OO,Negative,1,0
17,ON,Negative,5,0
17,OO,Neutral,3,0
17,ON,Neutral,3,1
17,OO,Neutral,2,1
17,ON,Negative,1,1
17,OO,Negative,4,0
17,ON,Negative,5,1
17,OO,Neutral,3,0
17,ON,Negative,3,0
17,OO,Negative,2,1
17,ON,Negative,3,0
17,OO,Negative,3,0
17,ON,Negative,1,1
17,OO,Neutral,4,0
17,ON,Neutral,3,1
17,OO,Negative,2,1
17,ON,Negative,3,0
17,OO,Neutral,4,0
17,ON,Neutral,1,0
19,OO,Neutral,1,1
19,ON,Negative,5,0
19,OO,Negative,4,1
19,ON,Neutral,3,1
19,OO,Neutral,5,1
19,ON,Neutral,5,1
19,OO,Negative,1,0
19,ON,Neutral,3,1
19,OO,Negative,1,0
19,ON,Negative,1,1
19,OO,Neutral,3,1
19,ON,Negative,3,0
19,OO,Negative,4,1
19,ON,Neutral,1,0
19,OO,Neutral,1,1
19,ON,Negative,3,1
19,OO,Neutral,1,0
19,ON,Negative,5,0
19,OO,Negative,4,0
19,ON,Negative,1,1
19,OO,Negative,1,0
19,ON,Neutral,1,1
19,OO,Neutral,3,1
19,ON,Negative,1,0
19,OO,Negative,1,1
19,ON,Negative,5,0
19,OO,Negative,1,1
19,ON,Neutral,5,1
19,OO,Neutral,3,0
19,ON,Neutral,5,0
19,OO,Neutral,2,1
19,ON,Neutral,3,0
19,OO,Negative,4,0
19,ON,Neutral,5,1
19,OO,Negative,1,1
19,ON,Neutral,5,1
19,OO,Neutral,5,1
19,ON,Neutral,5,1
19,OO,Negative,2,1
19,ON,Negative,3,0
19,OO,Negative,4,1
19,ON,Neutral,5,0
19,OO,Neutral,2,0
19,ON,Negative,3,1
19,OO,Neutral,3,1
19,ON,Neutral,3,1
19,OO,Negative,2,1
19,ON,Neutral,3,0
19,OO,Negative,1,0
19,ON,Neutral,3,0
19,OO,Neutral,3,0
19,ON,Neutral,1,1
19,OO,Negative,2,1
19,ON,Neutral,3,0
19,OO,Neutral,1,1
19,ON,Neutral,5,0
19,OO,Negative,1,0
19,ON,Neutral,3,0
19,OO,Neutral,4,1
19,ON,Negative,3,1
19,OO,Negative,2,1
19,ON,Neutral,1,1
19,OO,Negative,3,1
19,ON,Neutral,5,0
19,OO,Neutral,1,1
19,ON,Neutral,5,0
19,OO,Neutral,4,1
19,ON,Negative,1,0
19,OO,Negative,2,1
19,ON,Negative,1,1
19,OO,Negative,1,0
19,ON,Neutral,1,1
19,OO,Neutral,1,1
19,ON,Negative,1,1
19,OO,Neutral,2,1
19,ON,Negative,3,1
19,OO,Negative,1,1
19,ON,Neutral,1,0
19,OO,Neutral,1,0
19,ON,Neutral,5,1
19,OO,Neutral,3,0
19,ON,Neutral,3,1
19,OO,Negative,3,1
19,ON,Neutral,5,0
19,OO,Negative,3,0
19,ON,Neutral,5,1
19,OO,Neutral,3,1
19,ON,Neutral,1,1
19,OO,Neutral,2,0
19,ON,Neutral,1,0
19,OO,Negative,3,1
19,ON,Negative,5,0
19,OO,Negative,2,1
19,ON,Neutral,5,1
19,OO,Neutral,4,1
19,ON,Neutral,5,1
19,OO,Negative,1,1
19,ON,Neutral,5,1
19,OO,Neutral,1,1
19,ON,Negative,3,1
19,OO,Neutral,5,1
19,ON,Neutral,1,1
19,OO,Negative,2,1
19,ON,Neutral,3,1
19,OO,Neutral,4,0
19,ON,Negative,5,0
19,OO,Negative,3,0
19,ON,Negative,3,0
19,OO,Neutral,3,0
19,ON,Negative,1,0
19,OO,Neutral,1,1
19,ON,Negative,3,0
19,OO,Negative,3,0
19,ON,Negative,5,1
19,OO,Negative,2,1
19,ON,Negative,3,0
19,OO,Neutral,1,0
19,ON,Neutral,5,1
19,OO,Neutral,4,1
19,ON,Neutral,5,0
19,OO,Negative,5,1
19,ON,Neutral,1,0
19,OO,Neutral,2,1
19,ON,Negative,5,1
19,OO,Neutral,1,0
19,ON,Neutral,3,0
19,OO,Negative,2,1
19,ON,Negative,5,0
19,OO,Neutral,2,1
19,ON,Negative,1,1
19,OO,Negative,2,1
19,ON,Neutral,5,1
19,OO,Negative,3,0
19,ON,Negative,1,1
19,OO,Neutral,2,0
19,ON,Neutral,1,1
19,OO,Neutral,1,1
19,ON,Negative,3,0
19,OO,Negative,2,0
19,ON,Negative,1,1
19,OO,Negative,1,0
19,ON,Negative,5,0
